srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.3,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233518,1424233518,0.009,0,0,0,0,0,2,,, ,41,41,18,18,18,18,41,Generic,1
59.166.0.5,44085,149.171.126.3,39325,tcp,FIN,0.442383,8928,320,31,29,4,1,ftp-data,149933.4375,4828.395508,14,6,255,255,2468420371,3412147032,638,53,0,0,2745.896802,110.406781,1421931883,1421931884,34.029463,88.357398,0.000594,0.000471,0.000123,0,0,0,0,0,1,1,2,4,1,1,2,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424245971,1424245971,0.009,0,0,0,0,0,2,,, ,19,19,5,5,5,5,19,Generic,1
175.45.176.3,1043,149.171.126.15,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424247790,1424247790,0.004,0,0,0,0,0,2,,, ,20,20,3,3,3,3,20,Generic,1
59.166.0.2,61911,149.171.126.7,6881,tcp,FIN,2.95831,13038,548216,31,29,21,197,-,35103.82813,1479128.375,226,438,255,255,439375979,444952059,58,1252,0,0,4969.462058,3557.930565,1424224230,1424224233,13.205335,6.768522,0.000584,0.000462,0.000122,0,0,,, ,5,5,4,4,3,1,4,,0
59.166.0.4,59506,149.171.126.3,8438,udp,CON,0.00177,528,304,31,29,0,0,-,1789830.5,1030508.5,4,4,0,0,0,0,132,76,0,0,0.621312,0.324335,1421945032,1421945032,0.445333,0.235333,0,0,0,0,0,0,0,0,4,8,14,4,2,2,4,,0
59.166.0.7,24567,149.171.126.3,59243,tcp,FIN,0.49495,4880,3080,31,29,7,7,-,76064.25,48134.15625,28,30,255,255,2050906787,2054226600,174,103,0,0,1107.925982,29.066037,1421935074,1421935074,18.319556,17.043242,0.000889,0.000689,0.0002,0,0,0,0,0,5,7,7,3,1,1,3,,0
59.166.0.9,23001,149.171.126.7,20713,tcp,FIN,0.094863,5486,94794,31,29,7,42,-,457839.2188,7914318.5,96,100,255,255,715477979,2880343554,57,948,0,0,60.000058,58.990304,1424242530,1424242531,0.995189,0.952919,0.000648,0.000521,0.000127,0,0,,, ,3,7,6,2,1,1,1,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233010,1424233010,0.003,0,0,0,0,0,2,,, ,24,24,18,19,18,18,24,Generic,1
59.166.0.1,51456,149.171.126.2,27700,udp,CON,0.002391,520,304,31,29,0,0,-,1304893.375,762860.6875,4,4,0,0,0,0,130,76,0,0,0.939981,0.639225,1424233701,1424233701,0.669667,0.456,0,0,0,0,0,,, ,4,4,5,6,1,1,3,,0
175.45.176.1,34891,149.171.126.15,179,tcp,FIN,1.878012,17266,354,254,252,7,1,-,69873.89063,1320.54541,20,8,255,255,3958470156,3506770301,863,44,0,0,9104.760861,382.950156,1424249628,1424249630,98.789318,254.910281,0.14841,0.093632,0.054778,0,1,,, ,2,1,1,2,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.00E-06,114,0,254,0,0,0,dns,456000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238738,1424238738,0.001,0,0,0,0,0,2,,, ,25,25,25,25,24,24,25,Generic,1
59.166.0.0,16506,149.171.126.7,19518,tcp,FIN,0.292498,8928,320,31,29,4,1,ftp-data,226763.9531,7302.614258,14,6,255,255,543832909,1389185926,638,53,0,0,1851.646169,74.971172,1421968545,1421968545,22.499846,58.356801,0.000587,0.000458,0.000129,0,0,0,0,0,5,3,4,6,1,1,3,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424254723,1424254723,0.005,0,0,0,0,0,2,,, ,13,13,13,13,13,13,13,Generic,1
59.166.0.2,4993,149.171.126.4,51653,tcp,FIN,0.013982,2230,14816,31,29,7,11,-,1238735.5,8242025.5,34,36,255,255,2096006882,4241639977,66,412,0,0,29.472475,27.328983,1424226233,1424226233,0.413576,0.384657,0.000636,0.000514,0.000122,0,0,,, ,10,16,2,2,1,1,9,,0
59.166.0.1,61394,149.171.126.2,53,udp,CON,0.001045,146,178,31,29,0,0,dns,558851.625,681339.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421970329,1421970329,0.008,0.006,0,0,0,0,0,0,0,0,1,1,2,4,1,1,1,,0
175.45.176.2,0,149.171.126.17,0,unas,INT,5.00E-06,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258847,1424258847,0.005,0,0,0,0,0,2,,, ,5,5,2,4,2,2,5,Exploits,1
175.45.176.3,60976,149.171.126.19,8022,tcp,FIN,0.258501,1306,1048,254,252,2,2,http,36394.44531,28379.00195,10,8,255,255,4000752045,1945928788,131,131,1,186,1510.100409,56.874871,1421929721,1421929721,28.722333,32.987,0.062439,0.013832,0.048607,0,1,1,0,0,2,1,1,1,1,1,1,Generic,1
175.45.176.0,35590,149.171.126.14,1812,udp,INT,9.00E-06,100,0,254,0,0,0,radius,44444444,0,2,0,0,0,0,0,50,0,0,0,0,0,1424254457,1424254457,0.009,0,0,0,0,0,2,,, ,1,1,19,1,1,1,1,Generic,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230774,1424230774,0.006,0,0,0,0,0,2,,, ,36,36,18,19,18,18,36,Generic,1
175.45.176.1,37860,149.171.126.14,21,tcp,FIN,7.021411,1264,1660,62,252,7,9,ftp,1380.919067,1805.904785,24,22,255,255,418929278,315065170,53,75,0,0,21118.49459,716.21725,1421928377,1421928384,305.278747,326.858844,0.279429,0.157022,0.122407,0,1,0,0,0,1,1,2,3,1,1,2,Exploits,1
59.166.0.8,49161,149.171.126.7,53,udp,CON,0.001068,130,162,31,29,0,0,dns,486891.4063,606741.5625,2,2,0,0,0,0,65,81,0,0,0,0,1421959528,1421959528,0.011,0.009,0,0,0,0,0,0,0,0,6,2,1,11,4,1,1,,0
59.166.0.5,53487,149.171.126.5,50570,tcp,FIN,0.513081,8928,320,31,29,4,1,ftp-data,129273.9297,4163.085449,14,6,255,255,1050507215,2006245554,638,53,0,0,3270.237517,133.168937,1424231047,1424231047,39.467769,102.470602,0.000749,0.000602,0.000147,0,0,,, ,3,3,3,2,1,1,4,,0
59.166.0.4,23651,149.171.126.9,25,tcp,FIN,0.026343,37320,3380,31,29,18,8,smtp,11115819,1002163.813,52,42,255,255,801297918,802300979,718,80,0,0,32.440308,1.261226,1424253107,1424253107,0.509941,0.629073,0.00067,0.000547,0.000123,0,0,,, ,1,1,2,4,1,1,1,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232498,1424232498,0.01,0,0,0,0,0,2,,, ,36,36,25,25,25,25,36,Generic,1
59.166.0.4,64001,149.171.126.5,15932,tcp,FIN,0.039662,3614,49590,31,29,7,24,-,716857.4375,9841360,60,62,255,255,1274953691,1292806793,60,800,0,0,39.8506,39.605085,1421933770,1421933770,0.666525,0.640869,0.000699,0.000565,0.000134,0,0,0,0,0,10,7,2,6,1,1,1,,0
175.45.176.3,36026,149.171.126.12,80,tcp,FIN,1.817518,2258,318427,62,252,2,122,http,9714.34668,1395987.25,44,250,255,255,2523664809,3407499747,51,1274,0,0,2451.814677,978.063893,1424233574,1424233575,42.267859,7.087052,0.116902,0.052205,0.064697,0,1,,, ,1,1,1,19,1,1,1,Exploits,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259045,1424259045,0.004,0,0,0,0,0,2,,, ,45,45,42,42,42,14,45,Generic,1
59.166.0.2,32279,149.171.126.1,1254,tcp,FIN,0.223486,424,8824,31,29,1,4,ftp-data,13280.47363,289557.2813,8,12,255,255,4233951417,548895887,53,735,0,0,2169.692061,1725.59005,1421957545,1421957545,31.879,20.272182,0.000654,0.000485,0.000169,0,0,0,0,0,2,2,2,2,1,1,1,,0
175.45.176.2,49646,149.171.126.12,111,udp,INT,3.00E-06,168,0,254,0,0,0,-,224000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424246578,1424246578,0.003,0,0,0,0,0,2,,, ,1,1,1,3,1,1,1, Reconnaissance ,1
175.45.176.1,33974,149.171.126.14,49767,tcp,FIN,0.430266,364,3754,62,252,1,3,ftp-data,5931.214844,62826.25391,8,10,255,255,1244771904,1007116802,46,375,0,0,4251.086697,3588.748666,1424222705,1424222705,61.319571,46.692,0.060071,0.010029,0.050042,0,1,,, ,1,1,2,2,1,1,2,Exploits,1
59.166.0.4,17820,149.171.126.2,53,udp,CON,0.000968,146,178,31,29,0,0,dns,603305.8125,735537.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424242261,1424242261,0.003,0.008,0,0,0,0,0,,, ,4,2,3,6,4,1,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237755,1424237755,0.008,0,0,0,0,0,2,,, ,45,45,46,45,44,20,46,Generic,1
175.45.176.0,64797,149.171.126.19,80,tcp,FIN,0.236616,508,268,254,252,2,1,http,15485.00488,7573.452148,10,6,255,255,1983650697,1211693800,51,45,1,0,1357.331851,74.23457,1421927659,1421927659,25.168,43.015801,0.07549,0.021532,0.053958,0,1,1,0,0,12,11,3,3,3,1,3, Fuzzers,1
175.45.176.0,0,149.171.126.17,0,unas,INT,4.00E-06,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424251694,1424251694,0.004,0,0,0,0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,25977,149.171.126.15,520,udp,INT,8.00E-06,104,0,254,0,0,0,-,52000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1424254149,1424254149,0.008,0,0,0,0,0,2,,, ,2,2,1,1,1,1,2, Fuzzers ,1
59.166.0.6,7501,149.171.126.6,5772,tcp,FIN,0.113816,4862,77300,31,29,7,36,-,337738.0938,5370211.5,84,86,255,255,1173395274,1201866410,58,899,0,0,101.180466,98.813349,1424236057,1424236057,1.384122,1.349202,0.000604,0.000481,0.000123,0,0,,, ,14,1,5,5,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424240150,1424240150,0.01,0,0,0,0,0,2,,, ,37,37,17,17,17,17,38,Generic,1
59.166.0.0,26540,149.171.126.7,62310,tcp,FIN,0.060346,3302,40550,31,29,7,21,-,429655.6563,5279687,54,56,255,255,3379257669,3396180528,61,724,0,0,72.200666,69.633581,1424228129,1424228129,1.176157,1.107685,0.000646,0.000528,0.000118,0,0,,, ,5,7,4,2,1,1,3,,0
59.166.0.9,21175,149.171.126.1,53,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0,0,1421952199,1421952199,0.01,0.008,0,0,0,0,0,0,0,0,2,2,3,3,2,1,2,,0
59.166.0.0,58653,149.171.126.6,65077,tcp,FIN,0.156903,4966,78752,31,29,7,36,-,250294.7656,3968668.5,86,86,255,255,847565563,868385711,58,916,0,0,0,2.417115,1421962249,1421962249,1.841941,1.839247,0.000697,0.000563,0.000134,0,0,0,0,0,10,5,2,11,1,1,2,,0
175.45.176.0,3624,149.171.126.14,445,tcp,FIN,0.467889,1058,722,254,252,3,2,-,16585.12891,10805.98145,12,8,255,255,4240922037,850123948,88,90,0,0,2183.632283,75.933281,1424238859,1424238860,40.531454,57.157,0.127878,0.067781,0.060097,0,1,,, ,3,3,1,1,1,1,3, Fuzzers ,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233383,1424233383,0.007,0,0,0,0,0,2,,, ,10,10,10,10,10,7,10,Generic,1
175.45.176.3,0,149.171.126.19,0,ddp,INT,7.00E-06,200,0,254,0,0,0,-,114285712,0,2,0,0,0,0,0,100,0,0,0,0,0,1424230231,1424230231,0.007,0,0,0,0,0,2,,, ,3,3,2,1,1,1,3,DoS,1
59.166.0.3,32107,149.171.126.3,80,tcp,FIN,1.005887,1684,10168,31,29,3,5,http,12438.77246,76382.33594,14,18,255,255,2697262859,2698264433,120,565,1,3924,8766.10832,7675.298197,1424240648,1424240649,77.349002,59.141118,0.00061,0.000483,0.000127,0,0,1,, ,1,3,3,3,1,1,1,,0
175.45.176.2,12633,149.171.126.18,80,tcp,FIN,0.664109,794,354,254,252,2,1,http,8613.043945,3734.326904,10,8,255,255,1260107806,849345849,79,44,1,0,4481.487573,128.104398,1424255853,1424255854,69.080111,85.229859,0.135545,0.067492,0.068053,0,1,1,, ,1,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.3,1043,149.171.126.15,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424244797,1424244797,0.01,0,0,0,0,0,2,,, ,10,10,6,6,6,6,10,Generic,1
175.45.176.1,1043,149.171.126.14,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424251715,1424251715,0.006,0,0,0,0,0,2,,, ,26,26,6,6,6,6,26,Generic,1
175.45.176.3,8039,149.171.126.14,80,tcp,FIN,1.418919,946,354,254,252,2,1,http,4803.656738,1747.809448,10,8,255,255,486499526,1527727069,95,44,1,0,11344.23862,293.667094,1424247173,1424247175,156.188222,194.619578,0.120926,0.056574,0.064352,0,1,1,, ,1,1,1,2,1,1,1, Reconnaissance ,1
59.166.0.8,25433,149.171.126.1,111,udp,CON,0.004332,568,304,31,29,0,0,-,786703.625,421052.625,4,4,0,0,0,0,142,76,0,0,1.661937,1.373672,1424259036,1424259036,1.179667,0.973333,0,0,0,0,0,,, ,4,3,5,7,1,1,3,,0
175.45.176.3,35504,149.171.126.17,80,tcp,FIN,5.818912,3894,614831,62,252,2,233,http,5287.586426,843496.5,80,472,255,255,2409911625,1658923127,49,1303,1,297672,4007.430419,1935.966628,1424260346,1424260351,73.657116,12.224582,0.16738,0.060401,0.106979,0,1,1,, ,1,1,1,2,1,1,1,DoS,1
175.45.176.3,29727,149.171.126.15,80,tcp,FIN,2.677172,4282,581063,254,252,2,216,http,12625.2627,1732368.375,74,436,255,255,277962519,2921930074,58,1333,0,0,1909.97228,763.435958,1424242801,1424242804,36.673588,6.125122,0.059864,0.011937,0.047927,0,1,,, ,1,1,1,1,1,1,1, Fuzzers ,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223694,1424223694,0.003,0,0,0,0,0,2,,, ,26,26,17,17,17,9,26,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223853,1424223853,0.008,0,0,0,0,0,2,,, ,7,7,8,7,7,7,7,Generic,1
59.166.0.8,31026,149.171.126.4,64711,tcp,FIN,0.024875,3614,44706,31,29,7,24,-,1142995,14145930,60,62,255,255,2773934907,628781994,60,721,0,0,23.145131,23.109436,1424261808,1424261808,0.416305,0.399738,0.000608,0.000486,0.000122,0,0,,, ,3,1,1,4,1,1,1,,0
175.45.176.3,63661,149.171.126.10,520,udp,INT,1.20E-05,1064,0,254,0,0,0,-,354666656,0,2,0,0,0,0,0,532,0,0,0,0,0,1421933490,1421933490,0.012,0,0,0,0,0,2,0,0,0,6,5,3,3,2,1,2, Fuzzers,1
59.166.0.8,30083,149.171.126.7,28044,tcp,FIN,0.098891,2542,22432,31,29,7,14,-,200544.0313,1771485.875,40,42,255,255,3951357653,1872888097,64,534,0,0,174.287189,167.649481,1421944938,1421944938,2.526487,2.400366,0.000602,0.000472,0.00013,0,0,0,0,0,15,16,18,12,3,3,3,,0
59.166.0.1,44201,149.171.126.7,5190,tcp,FIN,0.004299,1036,2262,31,29,4,4,-,1767853,3859502.25,12,12,255,255,3400799393,3401099870,86,189,0,0,18.113403,0.414087,1424240506,1424240506,0.357,0.336182,0.000737,0.000592,0.000145,0,0,,, ,7,4,1,1,1,1,2,,0
175.45.176.1,0,149.171.126.12,0,ospf,INT,25.090731,2184,0,254,0,0,0,-,679.772949,0,42,0,0,0,0,0,52,0,0,0,713.159188,0,1421931491,1421931516,611.969125,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2, Fuzzers,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,7.00E-06,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260416,1424260416,0.007,0,0,0,0,0,2,,, ,40,40,32,33,32,16,40,Generic,1
59.166.0.8,25639,149.171.126.8,47628,tcp,FIN,0.274853,424,8824,31,29,1,4,ftp-data,10798.5,235442.2188,8,12,255,255,3070615231,2826414615,53,735,0,0,2407.138859,1910.582149,1421966117,1421966118,39.217857,24.942272,0.001221,0.000484,0.000737,0,0,0,0,0,5,3,3,5,1,1,3,,0
59.166.0.7,55832,149.171.126.9,53,udp,CON,0.001089,146,178,31,29,0,0,dns,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421938475,1421938475,0.009,0.008,0,0,0,0,0,0,0,0,2,4,3,1,1,1,1,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424248032,1424248032,0.01,0,0,0,0,0,2,,, ,39,39,39,39,39,17,39,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,2.00E-06,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233629,1424233629,0.002,0,0,0,0,0,2,,, ,22,22,13,13,13,5,22,Generic,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,2.30E-05,114,0,254,0,0,0,dns,19826086,0,2,0,0,0,0,0,57,0,0,0,0,0,1424248157,1424248157,0.023,0,0,0,0,0,2,,, ,24,24,19,17,17,17,24,Generic,1
59.166.0.8,64597,149.171.126.4,143,tcp,FIN,0.774834,7422,14670,31,29,28,31,-,75980.14844,150215.4063,116,121,255,255,3579955687,3581013185,64,121,0,0,451.045111,440.433068,1421932768,1421932768,6.734574,6.452333,0.000673,0.000546,0.000127,0,0,0,0,0,8,13,5,2,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424253447,1424253447,0.009,0,0,0,0,0,2,,, ,35,35,34,34,34,16,35,Generic,1
175.45.176.3,1043,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424230659,1424230659,0.003,0,0,0,0,0,2,,, ,30,30,30,31,30,18,30,Generic,1
59.166.0.1,16604,149.171.126.5,5190,tcp,FIN,0.005684,2062,2424,31,29,6,7,-,2782547.5,3280788.25,24,26,255,255,1318532161,1318818786,86,93,0,0,0,12.476789,1421939478,1421939478,0.232522,0.20252,0.000759,0.000617,0.000142,0,0,0,0,0,9,10,3,4,1,1,1,,0
175.45.176.3,9560,149.171.126.16,80,tcp,FIN,1.059197,922,42896,62,252,2,16,http,6472.828125,314993.3438,14,36,255,255,63223051,2127681561,66,1192,1,20480,4357.969071,3756.298542,1424236131,1424236133,81.476692,28.795257,0.157054,0.050333,0.106721,0,1,1,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,0,149.171.126.19,0,unas,INT,1.00E-06,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424230429,1424230429,0.001,0,0,0,0,0,2,,, ,3,3,3,27,2,2,3,Exploits,1
59.166.0.3,61618,149.171.126.1,39750,tcp,FIN,0.011014,2438,19408,31,29,7,13,-,1724350.875,13744689,38,40,255,255,3274461095,1125215150,64,485,0,0,17.019685,16.090206,1421941962,1421941962,0.288351,0.266051,0.000765,0.000627,0.000138,0,0,0,0,0,9,6,5,4,1,1,2,,0
59.166.0.9,56205,149.171.126.0,5190,tcp,FIN,0.004011,1036,2262,31,29,4,4,-,1894789.25,4136624.25,12,12,255,255,1265490614,3411128001,86,189,0,0,17.038045,0.37495,1424237610,1424237610,0.333182,0.317182,0.000633,0.000518,0.000115,0,0,,, ,3,3,2,2,1,1,1,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246126,1424246126,0.003,0,0,0,0,0,2,,, ,39,39,39,39,39,17,39,Generic,1
59.166.0.3,11659,149.171.126.5,6881,tcp,FIN,3.556855,13350,548216,31,29,21,197,-,29898.32422,1230221.625,232,438,255,255,976070743,3145720538,58,1252,0,0,1025.04177,719.693517,1424222960,1424222963,15.396303,8.156773,0.000609,0.000495,0.000114,0,0,,, ,4,4,1,4,1,1,2,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232439,1424232439,0.009,0,0,0,0,0,2,,, ,20,20,5,6,5,5,20,Generic,1
59.166.0.0,50952,149.171.126.2,29486,tcp,FIN,0.014,2438,19502,31,29,7,13,-,1356571.375,10865714,38,40,255,255,2429875422,298572949,64,488,0,0,24.703395,25.221018,1424240125,1424240125,0.377556,0.353842,0.000669,0.000545,0.000124,0,0,,, ,8,6,5,4,1,1,1,,0
59.166.0.4,10897,149.171.126.8,29717,tcp,FIN,0.222374,424,8824,31,29,1,4,ftp-data,13346.88379,291005.2188,8,12,255,255,3655345533,3755554197,53,735,0,0,2158.398116,1716.549924,1421931211,1421931211,31.721287,20.171545,0.000617,0.000484,0.000133,0,0,0,0,0,2,2,5,5,1,1,2,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424233103,1424233103,0.008,0,0,0,0,0,2,,, ,36,36,25,25,25,25,36,Generic,1
175.45.176.2,0,149.171.126.17,0,narp,INT,9.00E-06,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258795,1424258795,0.009,0,0,0,0,0,2,,, ,6,6,3,4,3,3,6,DoS,1
59.166.0.7,65145,149.171.126.3,38323,tcp,FIN,0.049064,4862,78556,31,29,7,36,-,783466.5,12659873,84,86,255,255,1098925512,3248781821,58,913,0,0,36.640573,35.676294,1421968566,1421968566,0.586723,0.570165,0.000745,0.000592,0.000153,0,0,0,0,0,5,3,3,2,1,1,1,,0
59.166.0.6,9098,149.171.126.0,80,tcp,FIN,1.018786,1580,10168,31,29,3,5,http,11378.24902,75415.25,12,18,255,255,3216350512,3213230901,132,565,1,3924,9535.393892,7919.852461,1424255946,1424255947,92.576999,63.639622,0.00063,0.000549,8.10E-05,0,0,1,, ,2,1,2,2,1,1,2,,0
59.166.0.7,11117,149.171.126.4,53,udp,CON,0.001056,130,162,31,29,0,0,dns,492424.25,613636.375,2,2,0,0,0,0,65,81,0,0,0,0,1421961200,1421961200,0.011,0.01,0,0,0,0,0,0,0,0,1,2,3,4,1,1,2,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259861,1424259861,0.009,0,0,0,0,0,2,,, ,16,16,10,10,10,10,17,Generic,1
175.45.176.3,26999,149.171.126.14,111,udp,INT,1.00E-05,168,0,254,0,0,0,-,67200000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424222722,1424222722,0.01,0,0,0,0,0,2,,, ,4,1,1,2,1,1,1, Reconnaissance ,1
59.166.0.7,6837,149.171.126.9,4859,tcp,FIN,0.010892,2438,19918,31,29,7,13,-,1743665.125,14264414,38,40,255,255,3341980843,1205266228,64,498,0,0,17.412938,16.68657,1424240763,1424240763,0.286027,0.274079,0.0006,0.000474,0.000126,0,0,,, ,2,10,4,3,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,aris,INT,9.00E-06,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223227,1424223227,0.009,0,0,0,0,0,2,,, ,3,3,1,9,1,1,3,DoS,1
175.45.176.1,0,149.171.126.10,0,3pc,INT,1.00E-06,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424237287,1424237287,0.001,0,0,0,0,0,2,,, ,5,5,1,2,1,1,5,Exploits,1
59.166.0.2,58895,149.171.126.2,18149,tcp,FIN,0.48145,8928,320,31,29,4,1,ftp-data,137767.1719,4436.597656,14,6,255,255,171594976,3547555329,638,53,0,0,2992.070547,119.301977,1424234020,1424234021,37.034615,96.168398,0.000584,0.000464,0.00012,0,0,,, ,2,1,4,4,1,1,4,,0
59.166.0.5,18390,149.171.126.1,19035,tcp,FIN,0.225926,4222,61786,31,29,7,30,-,147446.5156,2158299.75,72,74,255,255,2309896942,160597364,59,835,0,0,182.252615,179.356449,1421945339,1421945339,3.177479,3.087712,0.000644,0.000507,0.000137,0,0,0,0,0,6,20,20,3,3,3,3,,0
175.45.176.3,57501,149.171.126.10,520,udp,INT,9.00E-06,104,0,254,0,0,0,-,46222220,0,2,0,0,0,0,0,52,0,0,0,0,0,1424223857,1424223857,0.009,0,0,0,0,0,2,,, ,1,1,2,2,1,1,1, Fuzzers ,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261083,1424261083,0.005,0,0,0,0,0,2,,, ,17,17,20,17,17,17,17,Generic,1
59.166.0.8,8623,149.171.126.0,25,tcp,FIN,1.575891,37152,3380,31,29,18,8,smtp,184977.2656,16752.42773,52,42,255,255,1950489461,2024080044,714,80,0,0,2960.945802,97.266148,1424255668,1424255670,30.891648,38.425195,0.000581,0.000456,0.000125,0,0,,, ,1,4,4,1,1,1,2,,0
59.166.0.8,58726,149.171.126.6,21,tcp,FIN,1.329739,2934,3742,31,29,11,15,ftp,17314.67578,22097.57031,52,54,255,255,1327321852,1439254328,56,69,0,0,2202.354658,70.292734,1421945778,1421945779,26.067274,25.079037,0.000699,0.000546,0.000153,0,0,0,1,1,1,1,7,7,1,1,4,,0
